clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
GALK1	n/d	n/d	GHMP_kinases_N, GHMP_kinases_C	n/d	n/d	n/d	0	IPI00019383.2	 	P0140703A	46381	QV1_46381	R1	s01	F1	123	1	45358	3	2	2	1	0	0.635	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=60361&representative=IPI00019383.2	37926334.985	37700092.023	45940858.18	43774410.233	40688700.632	38844029.395	3428368.885	4253210.185	4314454.967	4487139.046	P0140703A	1.0	0.994035	1.211318	1.154196	1.072835	1.024197	0.090395	0.112144	0.113759	0.118312	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.00863144487297	0.276577656773	0.206888236304	0.101428209378	0.034493238373	-3.46761321442	-3.15657566039	-3.13594740679	-3.07933168594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5112807885	14.4247162642	17.5777778944	16.7488569221	15.5682103221	14.8624067612	1.31175405049	1.62735279514	1.65078612263	1.71685807921	2	6.6743	0.1483	
IMMT	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00009960.6	 	P0140703A	46381	QV1_46381	R1	s01	F1	428	1	83678	11	10	10	1	0	0.8226	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1150281&representative=IPI00009960.6	226421394.314	243586135.431	302849794.809	265765834.178	224805101.352	235083726.31	75049859.623	93654279.644	146736470.456	140771946.791	P0140703A	1.0	1.075014	1.33783	1.172045	0.991974	1.037481	0.329841	0.415366	0.649435	0.6219	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.104355448279	0.419894802273	0.229027962278	-0.0116257873424	0.0530849157783	-1.60015735463	-1.26754496642	-0.622742957005	-0.685245477719	0.0	0.08	0.157	0.146	0.116	0.125	0.365	0.446	0.694	0.635	11.5832890693	12.4614046677	15.4932210734	13.5960759864	11.5006025871	12.026437544	3.83940846782	4.79117530824	7.50675950677	7.20162578926	10	7.1756	0.8122	
C6ORF89	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00465226.2	 	P0140703A	46381	QV1_46381	R1	s01	F1	32	2	40734	1	1	1	0	0	0.649	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1162711&representative=IPI00465226.2	363415.355	557327.129	508536.989	369227.084	591819.396	332475.8	98853.437	105205.794	55303.258	0.0	P0140703A	1.0	1.533582	1.399327	1.015992	1.628493	0.914864	0.272012	0.289492	0.152176	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.616905308979	0.484733136307	0.0228890422619	0.703537518391	-0.12837080079	-1.87825779651	-1.78840461444	-2.7161872486	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1862957741	18.6886798906	17.0526150719	12.3811787024	19.8452985139	11.148809154	3.31482202113	3.52783366249	1.85446720946	0.0	1	4.8263	n/d	
MLEC	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00029046.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	112	1	32234	2	2	2	0	0	0.8175	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1159781&representative=IPI00029046.1	60660817.162	60493058.582	71007209.54	64393760.438	66064394.215	67737071.341	19026171.543	17055209.1	12269036.675	11802106.101	P0140703A	1.0	0.997234	1.170561	1.061538	1.089079	1.116653	0.313648	0.281157	0.202256	0.194559	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.00399602353489	0.227200117794	0.0861560164909	0.123108608577	0.159180937877	-1.67278173166	-1.83055212861	-2.30574559351	-2.36172037618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4649561762	13.4277185979	15.7615576147	14.2935621854	14.6643948191	15.0356810176	4.22326269268	3.78576573564	2.72337315721	2.61972800354	2	6.3499	0.5962	
CHI3L1	n/d	n/d	Glyco_18	n/d	n/d	n/d	0	IPI00002147.4	 	P0140703A	46381	QV1_46381	R1	s01	F1	541	1	42625	13	10	10	3	0	0.8099	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1156267&representative=IPI00002147.4	145320322.302	157091140.637	222075630.501	200369708.24	206494537.038	183520940.085	252906599.719	278418537.237	300074409.758	314642249.271	P0140703A	1.0	1.076652	1.525212	1.366564	1.414682	1.259873	1.733714	1.915668	2.064367	2.170701	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.106552011252	0.609009786998	0.450553026872	0.500477792575	0.333278311896	0.793865925773	0.93784755259	1.04569947367	1.11816101774	0.0	0.134	0.239	0.462	0.366	0.418	1.057	1.165	1.455	1.47	6.42750310251	6.94812520249	9.82238259195	8.86233185393	9.13323240988	8.11711254892	11.1860332305	12.314423637	13.2722606801	13.9165947428	10	7.0962	0.1573	
FDFT1	FDFT1	OXIDOREDUCTASE	Terpenoid_synth	transmembrane	n/d	n/d	0	IPI00909060.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	260	1	48115	5	4	4	1	0	0.893	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1155259&representative=IPI00909060.1	16195297.924	16926028.067	18573518.998	15726141.891	16184298.837	15764745.658	1483000.322	877696.163	1119129.495	838149.756	P0140703A	1.0	1.04512	1.146846	0.971031	0.999321	0.973415	0.09157	0.054195	0.069102	0.051753	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0636686011249	0.197671677358	-0.0424107407132	-0.000979922654166	-0.038873088651	-3.44898116722	-4.20569643428	-3.85512872303	-4.27221369509	0.0	0.154	0.381	0.213	0.269	0.107	0.118	0.089	0.035	0.071	15.6192585577	16.3239978649	17.9128903289	15.1667896116	15.6086506896	15.2040203079	1.43025250781	0.846477994374	1.07932395094	0.808338186212	4	6.1156	0.8878	
SDC3	n/d	n/d	4.1m, 4 1m	transmembrane	n/d	n/d	0	IPI00395366.3	 	P0140703A	46381	QV1_46381	R1	s01	F1	59	2	45497	1	1	1	0	0	0.965	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=26125&representative=IPI00395366.3	200742066.235	226387009.976	228656005.959	247786086.289	177269896.281	209695904.676	47183803.645	51877208.994	63511277.517	66498084.719	P0140703A	1.0	1.127751	1.139054	1.234351	0.883073	1.044604	0.235047	0.258427	0.316383	0.331261	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.173448565325	0.187836143609	0.30375269753	-0.17939539044	0.0629561332045	-2.08897882794	-1.95217128673	-1.66025601238	-1.59395973276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2101274049	14.8977307083	15.0470453317	16.3059284505	11.6655066815	13.7993479344	3.10499971077	3.41385616415	4.1794531828	4.37600443094	1	7.2156	n/d	
RPL18A	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00472864.2	 	P0140703A	46381	QV1_46381	R1	s01	F1	198	1	20767	6	3	4	2	0	0.732	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1165925&representative=IPI00472864.2	73316701.731	63086296.051	92361771.745	74623170.804	66794874.713	70953231.93	5223241.781	3287596.567	4951143.451	3941341.942	P0140703A	1.0	0.860463	1.259764	1.01782	0.911046	0.967764	0.071242	0.044841	0.067531	0.053758	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.216814937327	0.333153489345	0.0254824454328	-0.13440419531	-0.0472728217064	-3.81112817152	-4.4790377377	-3.88830626865	-4.21737672435	0.0	0.089	0.226	0.101	0.355	0.333	0.125	0.152	0.143	0.123	15.9891835715	13.758098013	20.1426044619	16.2741032875	14.5668788721	15.4737491394	1.13910432006	0.716971491864	1.07976408728	0.859542755479	3	7.0446	0.9028	
RNASET2	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00855775.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	563	1	35598	12	10	10	2	0	0.8105	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1158908&representative=IPI00855775.1	73922987.866	75369576.671	88842159.696	77067424.619	100304537.907	86460748.902	139754846.888	151692257.445	256647540.108	269047482.115	P0140703A	1.0	1.022862	1.20809	1.043487	1.364072	1.169869	1.895096	2.054629	3.45877	3.619503	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0326115162022	0.272727936217	0.0614126271845	0.447919796343	0.226346988243	0.922270932943	1.03887791304	1.7902590811	1.85579161204	0.0	0.206	0.261	0.162	0.384	0.257	1.004	1.154	2.397	2.449	5.60400667112	5.71367070862	6.73500990673	5.84238237872	7.60395806232	6.5544782161	10.5946352669	11.4995950139	19.456120057	20.3961437186	10	6.9495	0.0377	
ACAA1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00012828.3	 	P0140703A	46381	QV1_46381	R1	s01	F1	138	1	44292	3	2	2	1	0	0.8635	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1159778&representative=IPI00012828.3	6121027.054	6983695.429	8544836.628	6437082.504	7949243.086	6099113.042	3511400.886	3223982.477	110262.213	310125.164	P0140703A	1.0	1.140935	1.395981	1.051634	1.298678	0.99642	0.573662	0.526706	0.018014	0.050666	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.190216602451	0.48127930588	0.0726326910762	0.377043766899	-0.00517411544908	-0.801727139434	-0.924930200763	-5.79473762322	-4.30283825489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4182017087	14.1683638619	17.3355719356	13.0594078813	16.1272451833	12.3737430552	7.12385096453	6.54074297525	0.223697492235	0.629174941971	2	5.4779	0.7799	
TUBA4A	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00007750.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	1138	1	49924	28	3	3	25	0	0.954333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1157417&representative=IPI00007750.1	75415583.292	89291438.16	98175424.797	97692974.899	70841302.634	79018807.109	2385991.156	3270794.747	1920664.08	1983971.84	P0140703A	1.0	1.183992	1.301792	1.295395	0.939346	1.047778	0.031638	0.04337	0.025468	0.026307	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.243659332994	0.380498953465	0.373392080652	-0.0902714348359	0.0673330754379	-4.98219778722	-4.52715874657	-5.29517052044	-5.24840945408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5030817774	17.1715310434	18.880000024	18.7872206537	13.623407265	15.1960134952	0.458847141997	0.629002675867	0.369360641438	0.381535282014	3	6.6117	1.1477	
COPZ1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00032851.1	IPI00792696.1	P0140703A	46381	QV1_46381	R1	s01	F1	85	2	20198	1	1	1	0	0	0.951	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1175283&representative=IPI00032851.1	18349421.267	17390291.191	20379487.488	19362470.297	18566600.576	17830932.965	1898650.52	1867317.613	2120879.328	1668309.742	P0140703A	1.0	0.94773	1.110634	1.055209	1.011836	0.971744	0.103472	0.101764	0.115583	0.090919	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0774519884456	0.151383467151	0.077528774668	0.0169754746566	-0.0413518001664	-3.27268767428	-3.29670081056	-3.11299887369	-3.45927437345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.3636031669	14.5605427511	17.0633369824	16.2118088438	15.5454430556	14.9294832891	1.58970207929	1.56346766338	1.77576981237	1.3968423561	1	6.198	n/d	
AIFM1	AIFM1	OXIDOREDUCTASE	n/d	n/d	n/d	C1 alcohol dehydrogenase	0	IPI00000690.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	150	1	66901	2	2	2	0	0	0.973	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=12479&representative=IPI00000690.1	6119983.186	7885708.978	8542520.919	7899276.406	7656396.327	6600456.423	2943906.288	3122847.554	1461790.638	1790987.758	P0140703A	1.0	1.288518	1.395841	1.290735	1.251049	1.078509	0.481032	0.510271	0.238855	0.292646	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.36571269112	0.481134613771	0.368192832226	0.323138296836	0.109038215628	-1.05579522437	-0.970664442867	-2.06579301754	-1.7727715354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.3282937317	14.5967112769	15.8124921652	14.6218250403	14.1722458841	12.2176657763	5.44926908057	5.78049535364	2.70582340151	3.31517828985	2	5.7631	0.4275	
GSDMD	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00793132.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	65	2	57735	2	1	1	1	0	0.988	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1159789&representative=IPI00793132.1	19855055.42	26900893.824	24703715.977	24260215.957	13210552.602	13656140.612	2164993.361	2748699.687	2671350.834	1964216.359	P0140703A	1.0	1.354864	1.244203	1.221866	0.66535	0.687792	0.10904	0.138438	0.134543	0.098928	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.438148042448	0.31522188997	0.28908607588	-0.587814640843	-0.539955759522	-3.19707062763	-2.85268809059	-2.89386076246	-3.33747727906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0262458894	20.3585150831	18.695697534	18.3600580602	9.99770625334	10.3349259116	1.63846042749	2.08020760957	2.02167023156	1.48651299964	1	6.79	n/d	
DRG1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00031836.3	IPI00877819.1	P0140703A	46381	QV1_46381	R1	s01	F1	51	2	40542	1	1	1	0	0	1.0	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=66695&representative=IPI00031836.3	837467.578	871682.52	974995.535	651703.576	971737.354	890442.882	74685.733	76638.325	0.0	0.0	P0140703A	1.0	1.040855	1.164219	0.778184	1.160328	1.063257	0.08918	0.091512	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.057769102882	0.219362467607	-0.361816777077	0.21453268215	0.0884903530422	-3.48713599012	-3.44989525288	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6554914071	16.295100324	18.2264180981	12.1828474345	18.1655101585	16.6458036752	1.39616372255	1.43266518014	0.0	0.0	1	4.6034	n/d	
PTPRC	PTPRD	PHOSPHATASE	PTPc, FN3	transmembrane	n/d	Classical PTP	0	IPI00306325.3	 	P0140703A	46381	QV1_46381	R1	s01	F1	4179	1	147486	147	66	127	15	0	0.902102362205	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1149074&representative=IPI00306325.3	6660583225.59	7653454738.27	7213653911.91	7555188077.68	5880638434.3	6657988646.16	152939765.002	213062962.381	180421511.362	169104667.461	P0140703A	1.0	1.147509	1.081635	1.134212	0.883227	0.999253	0.022903	0.031708	0.026795	0.025086	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.19850546885	0.113213740821	0.181690325256	-0.179143819317	-0.00107809591452	-5.44831960448	-4.97900930827	-5.22189237373	-5.31697374056	0.0	0.134	0.072	0.062	0.048	0.058	0.016	0.02	0.024	0.022	15.7322851676	18.0774458304	17.0386370981	17.8453401612	13.8900570239	15.7261567758	0.361243439948	0.503254320124	0.426155273641	0.399424909434	66	9.3397	0.155	
FMNL1	n/d	n/d	GBD_FH3, FH2_actin_bd, FH2, Drf_GBD, Drf_FH3, DAD	n/d	n/d	n/d	0	IPI00025202.5	 	P0140703A	46381	QV1_46381	R1	s01	F1	74	2	122383	1	1	1	0	0	0.942	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1149392&representative=IPI00025202.5	3820988.883	3324391.97	9028686.893	9044152.022	3725279.152	5064771.226	0.0	0.0	0.0	102789.394	P0140703A	1.0	0.870034	2.362919	2.366966	0.974952	1.325513	0.0	0.0	0.0	0.026901	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.200856313842	1.2405701751	1.2430389828	-0.0365969027601	0.40655081954	n/d	n/d	n/d	-5.2161963862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2016130092	9.74578923912	26.4685032208	26.5138408011	10.9210303117	14.8478859769	0.0	0.0	0.0	0.301337441247	1	5.6338	n/d	
SERINC5	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00328883.6	 	P0140703A	46381	QV1_46381	R1	s01	F1	41	1	51335	2	1	1	1	0	0.588	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1164863&representative=IPI00328883.6	7082726.777	11221088.91	9836687.099	10378926.133	7481009.429	7817671.528	2852092.848	2986386.895	1736129.683	1968465.488	P0140703A	1.0	1.584289	1.388828	1.465386	1.056233	1.103766	0.402683	0.421644	0.245122	0.277925	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.66383553039	0.473867939195	0.551280737641	0.0789281215008	0.142434351082	-1.31228352733	-1.24590266987	-2.02842812122	-1.84723248074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1783370221	17.7097207812	15.5247840324	16.3805745858	11.8069279383	12.3382660124	4.50132499487	4.71327501987	2.74005242919	3.10673718385	1	6.3223	n/d	
SH3GL1	n/d	n/d	SH3, BAR	n/d	n/d	n/d	0	IPI00019169.3	 	P0140703A	46381	QV1_46381	R1	s01	F1	70	2	41490	1	1	1	0	0	0.835	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=16475&representative=IPI00019169.3	3701231.649	3207104.137	4198399.892	3485961.694	4202830.317	3742438.205	306812.298	394895.143	422082.934	437726.313	P0140703A	1.0	0.866496	1.134325	0.941838	1.135522	1.011133	0.082895	0.106693	0.114039	0.118265	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.206735005391	0.181834051843	-0.0864491631762	0.183355657593	0.0159727755005	-3.59257110485	-3.22846256911	-3.13240080134	-3.07990491722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.3581374057	13.3077717585	17.4211204648	14.4648819	17.4395043657	15.5291226368	1.27310740783	1.63860423831	1.75141907119	1.81633075113	1	5.4771	n/d	
SLC1A5	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00019472.4	 	P0140703A	46381	QV1_46381	R1	s01	F1	560	1	56598	17	10	13	4	0	0.946923076923	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1162743&representative=IPI00019472.4	454776827.843	480996908.016	501125664.857	495102682.558	444055005.008	464717858.114	163311948.529	179113631.56	157234019.167	147054028.685	P0140703A	1.0	1.058092	1.101669	1.085821	0.97661	1.018625	0.359356	0.392457	0.344782	0.322569	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0814650737405	0.139690826641	0.118786291267	-0.0341455443577	0.0266230306864	-1.47651432062	-1.34939350276	-1.53624363713	-1.63232029773	0.0	0.064	0.1	0.163	0.053	0.115	0.074	0.083	0.067	0.079	13.0402385026	13.7920712216	14.3692417674	14.1965392002	12.7328017151	13.3252868994	4.6827952278	5.13589156616	4.5085171124	4.21661678742	10	8.8961	0.3059	
CTSG	cathepsin G	PROTEASE	Tryp_SPc	n/d	n/d	Serine	0	IPI00028064.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	320	1	28837	8	6	6	2	0	0.9115	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=71030&representative=IPI00028064.1	95621491.779	80727488.842	139315260.793	129332004.34	96755329.305	115203218.485	39340303.827	42043624.429	49769198.169	48476281.368	P0140703A	1.0	0.84424	1.461389	1.352541	1.012421	1.210209	0.416099	0.442598	0.522389	0.50696	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.244274909237	0.547340253208	0.435672327583	0.0178093377703	0.275256218761	-1.26500127369	-1.17593116295	-0.936803576664	-0.980056174243	0.0	0.14	0.227	0.325	0.12	0.299	0.207	0.199	0.216	0.177	11.4299901464	9.64965495559	16.6528677652	15.4595322423	11.5655219344	13.7706662761	4.70249184292	5.02562974077	5.94909610885	5.79454898748	6	7.1703	0.738	
SFRS17A	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00024024.4	 	P0140703A	46381	QV1_46381	R1	s01	F1	47	2	80735	2	1	1	1	0	0.992	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1152830&representative=IPI00024024.4	816141.998	810897.128	1208428.672	1023579.93	1096443.047	931578.175	52408.802	0.0	0.0	0.0	P0140703A	1.0	0.993574	1.48066	1.254169	1.343446	1.141441	0.064215	0.0	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.00930067350474	0.566240396449	0.326731765232	0.425938333187	0.190856289955	-3.96094585352	n/d	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.7409723898	13.6526671512	20.3457058425	17.2335005322	18.4602601909	15.6845132501	0.882380643355	0.0	0.0	0.0	1	4.8232	n/d	
ATP7A	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00215615.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	237	1	172039	4	4	4	0	0	0.8455	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1149310&representative=IPI00215615.1	32801451.792	36575160.927	40541664.299	40401721.161	30236623.889	31569597.529	1586158.008	2289648.575	1189593.551	1637702.511	P0140703A	1.0	1.115047	1.235972	1.231705	0.921807	0.962445	0.048356	0.069803	0.036266	0.049928	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.157104522018	0.30564606046	0.30065676415	-0.117463371662	-0.0552239962646	-4.37016127974	-3.84056714772	-4.78523855939	-4.32400707297	0.0	0.322	0.115	0.22	0.167	0.103	0.095	0.15	0.074	0.038	14.9895139536	16.7140127988	18.5266142049	18.4626633886	13.8174462084	14.4265847033	0.72483796584	1.04631708015	0.543617070515	0.748392625916	4	6.5726	0.3685	
FN3K	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00023729.1	IPI00902629.1	P0140703A	46381	QV1_46381	R1	s01	F1	109	1	35171	2	2	2	0	0	0.7155	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1161452&representative=IPI00023729.1	16588373.986	17117966.563	19016642.403	17989353.792	18839309.007	17658604.325	3363756.242	3497582.564	3246993.548	3674697.51	P0140703A	1.0	1.031926	1.146384	1.084456	1.135694	1.064517	0.202778	0.210845	0.195739	0.221522	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0453395179891	0.197090379261	0.116971519244	0.183574169217	0.0901989893579	-2.30202695641	-2.24574528508	-2.35299686063	-2.17447811071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.7101614191	14.1478655438	15.7171062826	14.8680602765	15.5705416171	14.5946984277	2.7801182377	2.89072464664	2.6836147839	3.0371087649	2	6.0976	0.7831	
MYBBP1A	n/d	n/d	n/d	n/d	BWICH*	n/d	0	IPI00607584.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	53	2	149367	1	1	1	0	0	0.904	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=20656&representative=IPI00607584.1	1441230.89	2378243.734	2515904.079	2596598.974	749554.181	893863.182	338127.742	13026.357	123353.449	158685.0	P0140703A	1.0	1.650148	1.745663	1.801654	0.520079	0.620208	0.23461	0.009038	0.085589	0.110104	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.722595424041	0.80377507377	0.849321974296	-0.943197309611	-0.68917595964	-2.09166358688	-6.78978072765	-3.54643079812	-3.18306121295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.8582738787	21.2180501364	22.4462186627	23.1661567848	6.68732054878	7.97480659345	3.0166846567	0.116217649171	1.10052625303	1.41574483631	1	5.2638	n/d	
DNAJC13	n/d	n/d	DnaJ, DNAJ_2, ARM-type_fold	n/d	n/d	n/d	0	IPI00307259.11	 	P0140703A	46381	QV1_46381	R1	s01	F1	244	1	254431	9	5	5	4	0	0.9166	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1147988&representative=IPI00307259.11	31526760.806	32304403.145	37007202.397	35020867.422	26063700.319	28404530.501	2983599.022	2937322.183	2623414.852	2873605.891	P0140703A	1.0	1.024666	1.177101	1.11083	0.825499	0.900966	0.093569	0.092694	0.083108	0.089159	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0351537256637	0.235238114724	0.151638045419	-0.276661627412	-0.150455431198	-3.41782555477	-3.43138023227	-3.58886883185	-3.48747575424	0.0	0.169	0.264	0.164	0.227	0.26	0.103	0.111	0.112	0.146	15.6270030367	16.0124603079	18.3435167284	17.3589416597	12.9191047104	14.0793939195	1.47889316203	1.45595492527	1.3003591492	1.42437240099	5	6.0228	0.3571	
